name,price_old,price_discount,author,rating,url
Николай Андренов: Онтология и последние основания,271,136,Андренов Николай Бадмаевич,0,https://www.labirint.ru/books/1017573/
Александр Бубенников: Надежда на порыв души к победе,946,473,Бубенников Александр Николаевич,1,https://www.labirint.ru/books/1017570/
"Виктория Новокрещенова: Литературный альманах ""Художественное слово"". Поэзия. Выпуск 1, 2024",406,203,Новокрещенова Виктория Александровна,0,https://www.labirint.ru/books/1017569/
Алена Полевая: На закате,406,203,Полевая Алена,0,https://www.labirint.ru/books/1017568/
Николай Андренов: Об открытиях методологического мышления на онтологическом уровне,271,136,Андренов Николай Бадмаевич,0,https://www.labirint.ru/books/1017566/
Анатолий Шмаль: Что такое экологическая безопасность,271,136,Шмаль Анатолий Григорьевич,0,https://www.labirint.ru/books/1017565/
Александра Мукина: Педагогические условия развития творческого мышления младших школьников во внеурочной деятельности,1081,541,Мукина Александра Николаевна,0,https://www.labirint.ru/books/1017564/
"Хазиев, Тузлукова: Криминалистическое и судебно-экспертное обеспечение расследования ятрогенных преступлений",1351,676,Хазиев Шамиль Николаевич,0,https://www.labirint.ru/books/1017562/
Гала Красмус: Всеверия,210,105,Красмус Гала,0,https://www.labirint.ru/books/1017560/
Александр Павленко: Последний избранник Доминии,676,338,Павленко Александр Иванович,0,https://www.labirint.ru/books/1017559/
Елена Антипычева: Времена жизни,946,473,Антипычева Елена Григорьевна,2,https://www.labirint.ru/books/1017558/
Иван Соколов: Чай и чайная культура китайской провинции Цзянсу. Часть 1,2701,1351,Соколов Иван Алексеевич,0,https://www.labirint.ru/books/1017557/
Леонид Кондратенко: Методы расчетно-экспериментальных исследований узлов крепления теплообменных труб,676,338,Кондратенко Леонид Анатольевич,0,https://www.labirint.ru/books/1017556/
Иван Соколов: Pu-erh e um cha chines de elite da provincia de Yunnan,2701,1351,Соколов Иван Алексеевич,0,https://www.labirint.ru/books/1017555/
"Тузов, Кавадеев: ""Взыскание погибших"". Чудесная история и хождение иконы",676,338,Тузов Николай Витальевич,0,https://www.labirint.ru/books/1017554/
